Date_time,condition,age,sex,Treat_time,ease,effective,satisfaction,comment,year,month,time_mark
2010-08-15 07:49:15,Depression,25-34,Female, 1 to 6 months,4,3,3,"i was prescribed wellbutrin first and the first time i took it i felt like a zombie i did not like the it.so i seen the pristiq commarcial and asked my doctor about it.he gave me a month supply now im on my second month.by the way its 50mg i feel a little better i can actually go out shopping and family functions.where as before i really didnt want to do anything but work and sleep.i guess everyon
					...
					",2010,8,1.281858555e+18
2010-08-16 11:20:38,Depression,25-34,Female,1 to less than 2 years,4,5,4,"I have been on this prescription for a little over a year now, I tried *many* different anti-depressants and can say this is the only one that worked *well* for me, I can also say that I noticed a huge difference in a little less than a week. BUT... now that I'm trying to come off of it I am having horrendus nasuea/dizziness and the worst headaches I've ever had a few hours after I would h
					...
					",2010,8,1.281957638e+18
2010-08-19 19:30:25,Major Depressive Disorder,35-44,Female,6 months to less than 1 year,5,4,4,"Been on Pristiq about 8 months or a little less. I thought it had stopped working until I tried to go off of it. DO NOT TRY TO TAKE YOURSELF OFF THIS MED!! I have been crying for the last 2 days & decided to start back taking it. Sometimes we don't want to be dependent on meds but sometimes we have to. It's great when it's working. Note too that I have peri-menopause working agains
					...
					",2010,8,1.282246225e+18
2010-08-20 16:56:19,Major Depressive Disorder,55-64,Female,2 to less than 5 years,5,4,4,"I have taken Pristiq 50 mg. for about 3 yrs. w/Wellbutrin 100 Mg.  Until a yr. ago I was stable.  Since May, 2010 I have high b.p. (new med. for that) and today my LDL is high.  I just read these are 2 side effects from Pristiq, yet my Psych. dr. or family dr. mentioned it.  I guess we all have to be our own advocate. Pristiq has worked well for me & I don't know for sure if it is THE caus
					...
					",2010,8,1.282323379e+18
2010-08-20 21:05:42,Panic Disorder,25-34,Female, less than 1 month,1,1,1,"well i was hoping that this medicine would work, but for some reason for the first time in my life i had an allergic reaction. Hives from head to toe and dry itchy throat. Doesnt help when u already have panic attacks, so u may want to check that out. I was taking zoloft with it to tapper off my zoloft as that was doctor's orders.  I also had to be on an antin=biotic Bactrim DS would that have
					...
					",2010,8,1.282338342e+18
2010-08-22 17:21:37,Depression,35-44,Male, less than 1 month,2,1,1,rash and insomnia  not  good,2010,8,1.282497697e+18
2010-08-27 22:55:09,Depression,55-64,Female, less than 1 month,1,1,1,"TOOK FOR ONE MONTH SEVERE HEADACHES WEIGHT GAIN..BAD SWEATS,IRRATABILITY.SENSATIVE TO NOISE,AND SMELL OFF OF THIS TOO EXPENSIVE ALSO....NO WAY.",2010,8,1.282949709e+18
2010-08-30 09:36:20,Bipolar Depression,45-54,Female, 1 to 6 months,1,1,1,it has caused me to have suidical thoughts and cutting myself. i am experiencing severe depression. i cannot see my dr at this time due to financial reasons. i don not recommend this drug to anyone!,2010,8,1.28316098e+18
2010-08-30 22:59:31,Depression,25-34,Female, less than 1 month,2,1,1,"One dose of this made me weak, dizzy, trouble sleeping, nauseous, and eventually vomited. I am afraid to try it ever again- even though some people say if you can get past the first few weeks of side effects it is a good med. I can't imagine ever subjecting myself to that again.   ",2010,8,1.283209171e+18
2010-09-03 16:04:21,Depression,45-54,Female, 1 to 6 months,1,1,1,"This drug is the worst! I was fine on Paxil CR, I changed doctors, was told that Pristiq would be good for me and now after months of hell, my job is suffering and my mariage is about over. The Pristiq made me feel sick and limited my ability to think clearly which affected me doing my job efficiently. I then stopped it ""cold turkey"" which I know you are not supposed to do, but I had to 
					...
					",2010,9,1.283529861e+18
2010-09-06 02:40:24,Depression,35-44,Female, 1 to 6 months,4,1,1,"I have been on Pristiq for 6 weeks.I went to my doctor 3 days ago and he is now taking me off as he was ""extremely worried"" about my worsening depression. It has severely worsened to the point of suicidal thoughts and plans, which my Dr. pointed out that this now put me one step away from being hospitalized. I have all of the side effects, sweating, irritablility, but mostly deepening de
					...
					",2010,9,1.283740824e+18
2010-09-14 14:20:37,Depression,19-24,Female, 1 to 6 months,3,3,1,"horrible horrible horrible!! worst headaches of my life, could not function at work. Worst one i have ever taken. dont try. ",2010,9,1.284474037e+18
2010-09-17 22:54:43,Major Depressive Disorder,35-44,Female,1 to less than 2 years,5,4,4,"After trying many, many different anti-D meds in the past, currently taking Pristiq and its currently working. I'm liking this for the first time in ages. No side effects for me either. ",2010,9,1.284764083e+18
2010-09-19 23:52:37,Depression,55-64,Female,1 to less than 2 years,5,4,4,"Pristiq is a timed released medicine so if you are late taking it,  you will feel like wind is in your head or brain zaps.  I try to take it first thing when I get up each morning.  It seems to give me energy.  I am on 100 mg.  I am always going through a crisis, it seems (LOL),so I still feel discouraged at times and overwhelmed.  I guess it can't take away all those feelings all the time.  O
					...
					",2010,9,1.284940357e+18
2010-09-20 17:49:20,Bipolar Depression,35-44,Male,6 months to less than 1 year,5,5,5,One of the best I have used.  I was a little nauseous the first week but not unbearable.  It only took 4-5 days before I started feeling better.  I do get nauseous if I miss dose (approx 4 or 5 hours after missed dose).  I take 50mg a day with Lamictal.,2010,9,1.28500496e+18
2010-09-21 02:56:54,Depression,19-24,Female, 1 to 6 months,5,4,3,"I was taking Effexor XR (which that worked perfectly fine) but switched to Pristiq to try and minimize my severe night sweats. Since taking the Pristiq the frequency of my night sweats have decreased. I have only been taking it for a few weeks now but I will continue to take this because it is pretty much the same thing as Effexor XR (main ingredient). If someone is currently taking Effexor XR and
					...
					",2010,9,1.285037814e+18
2010-09-21 10:06:09,Depression,45-54,Female,2 to less than 5 years,5,3,3,this is not as good as Wellbutrin XL but had to switch due to insurance costs. This medicine makes me feel hazy and totally hungry for sugar. My sex drive is gone??? I hate that insurance companies play with our lives,2010,9,1.285063569e+18
2010-09-22 12:32:38,Panic Disorder,45-54,Male,1 to less than 2 years,5,5,5,More energy. No more depressive thoughts. Feel better about myself. Got me thru Chemo Therepy with a Positive Attitude.,2010,9,1.285158758e+18
2010-09-23 12:59:11,Major Depressive Disorder,55-64,Female, less than 1 month,1,1,1,Two words: EXCESSIVE SWEATING. I could not live with it. ,2010,9,1.285246751e+18
2010-09-23 13:13:13,Depression,35-44,Male,2 to less than 5 years,5,5,5,"I've been on pristiq for about two years. It works very well. It is easy on my system. It is a strong medicine, so don't run out. I can go for two days without it, but it starts to get a little uncomfortable. This needs to be tapered down to get off of it. I am always surprised by people who write bad experiences. The medicine was very effective in the beginning. After a year I upped it fr
					...
					",2010,9,1.285247593e+18
2010-09-30 17:34:50,Neuropathic Pain,25-34,Male, less than 1 month,1,1,1,"It didn't work for me:
Day 1 (ON): Within two hours: My head felt like it was on fire.  I was extremely nauseated, anxiety became 100 times worse.  My neck pain is gone
Day 2 (ON):  My head still feels like it is on fire.  My neck pain is gone.  Depression is magnified 100 times.  Anxiety 100 times.  Nauseated beyond belief.  I am shaking like crazy.
Day 3 (ON):  My head still feels like it
					...
					",2010,9,1.28586809e+18
2010-09-30 17:35:33,Depression,25-34,Male, less than 1 month,1,1,1,"It didn't work for me:
Day 1 (ON): Within two hours: My head felt like it was on fire.  I was extremely nauseated, anxiety became 100 times worse.  My neck pain is gone
Day 2 (ON):  My head still feels like it is on fire.  My neck pain is gone.  Depression is magnified 100 times.  Anxiety 100 times.  Nauseated beyond belief.  I am shaking like crazy.
Day 3 (ON):  My head still feels like it
					...
					",2010,9,1.285868133e+18
2010-10-01 08:02:35,Depression,45-54,Female, less than 1 month,5,3,3,"I'm going on day 9. The first 5 days were awful. Nausea, Severe headache, eyes out of focus/blurry, jittery, can't sleep, appetite supressed, my arms felt like they were on fire, severe ringing in the ears.
Day 9 and most of the side affects are subsiding. My vision is still not right, still not sleeping well, ringing in the ears is still there, but better. It seems that I wake up in a gr
					...
					",2010,10,1.285920155e+18
2010-10-01 20:46:13,Major Depressive Disorder,55-64,Female, 10 years or more ,4,2,2,"I still have the depression and sadness, I just don't cry constantly",2010,10,1.285965973e+18
2010-10-02 14:19:22,Depression,35-44,Female, 1 to 6 months,5,4,4,"This med has worked better than others, thus far.  My only advice is to be aware of the side affects before beginning.  I was not.  I got very dizzy while doing house work and thought I was dieing.  I couldn't eat for days (not so bad)at first.  The symptoms will subside eventually, so be patient.  It is worth it.  ",2010,10,1.286029162e+18
